timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1749974035664,22335,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749974035664,15406,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749974036665,26116,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749974036665,15445,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749974037665,11814,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749974037665,15440,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749974038666,17453,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749974038666,15427,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749974039666,12781,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749974039666,15330,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749974040667,18312,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749974040667,15388,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749974041667,15462,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749974041667,15262,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749974042668,22120,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749974042668,15299,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749974043668,20337,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749974043669,15226,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749974044669,20334,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
